ASIN,Title,Subtitles,Language,Release year,Release date,Rated,Run time,Description,Contributors,Actors,Directors,Producers,Media Format,Genres,Customer Reviews,IMDb,Number of discs,Studio
B0087ZG7RK,Abbott and Costello Meet Frankenstein [Blu-ray],,English,,"August 28, 2012",NR,2 hours and 46 minutes,,"John Grant, Charles Bradstreet, Robert Lees, Bud Abbott, Lon Chaney, Jr., Jane Randolph, Lou Costello, Frederic I. Rinaldo, Robert Arthur, Lenore Aubert, Glenn Strange, Bela Lugosi, Charles Barton, Frank Ferguson","Bud Abbott, Lou Costello, Lon Chaney, Jr., Bela Lugosi, Glenn Strange",,,"Subtitled, Black & White, Widescreen, Dolby, DTS Surround Sound, Digital_copy, Multiple Formats","DVD Movie, Blu-ray Movie, Comedy",,7.3,,Universal Pictures Home Entertainment
B002FCAQJG,No Highway In The Sky,,English,1951,,13+,1 h 38 min,,,,Henry Koster,Louis D. Lighton,,"Drama,Suspense",,7.1,,20th Century Fox
6304578466,The 6th Man VHS,,,,"April 28, 1998",PG-13,,,,"Wayans, Hardison",,,,,,5.7,1,Walt Disney Video
B00831T3JW,Behind Locked Doors,,,,,NR,1 h 1 min,,,,"Oscar ""Budd"" Boetticher, Jr.",Eugene Ling,,"Suspense,Drama,Romance",,6.5,,MR. FAT-W VIDEO
B005DVIPXA,Point of No Return (Blu-ray/DVD Bundle),,English,,"August 30, 2011",R,0 minute,"""Bridget Fonda is pure dynamite"" (WWOR-TV) as a murderous misfit reprogr ammed as a high-tech assassin. Gabriel Byrne and Anne Bancroft co-star in ""one of the top thrillers of the year"" (ABC Radio Network). Year: 1993 Director: John Badham Starring: Bridget Fonda, Gabriel Byrne, Dermot Mulroney","Bridget Fonda, Michael Rapaport, Art Linson, Anne Bancroft, Olivia D'Abo, Harvey Keitel, Richard Romanus, John Badham, Dermot Mulroney, Gabriel Byrne, Lorraine Toussaint","Bridget Fonda, Gabriel Byrne, Dermot Mulroney, Anne Bancroft, Harvey Keitel",,,"Blu-ray, NTSC, Widescreen, Multiple Formats","Mystery & Suspense, Action & Adventure",,5.3,,Warner Home Video
B002Y5FKUE,Bellini: La Sonnambula,,Italian,,"February 16, 2010",NR,2 hours,"In his latest Decca DVD release, bel canto star Juan Diego Florez undertakes the role of Elvino in Bellini's romantic drama, playing opposite the mercurial French soprano, Natalie Dessay, in the MET's striking, modern-dress production from March 2009.","Michele Pertusi, Evelino Pido, Juan Diego Florez, The Metropolitan Opera Orchestra, Natalie Dessay, Mary Zimmerman","Natalie Dessay, Juan Diego Florez, Michele Pertusi, Evelino Pido, The Metropolitan Opera Orchestra",,,"NTSC, Multiple Formats, Subtitled, Classical, DTS Surround Sound, Color, Widescreen, AC-3, Dolby","hard-rock-and-metal-music, Music Video & Concerts, Classical / Symphonies",,,,Decca
B0001DHSC4,"Midsomer Murders, Set Three [VHS]",,English,,"April 27, 2004",Unrated,,"The cozy villages of Midsomer County reveal their most sinister secrets in these contemporary British television mysteries. Inspired by the novels of Caroline Graham, modern master of the English village mystery, the series stars John Nettles (Bergerac) as the unflappable Detective Chief Inspector Barnaby with Daniel Casey (The Wingless Bird) as his eager young assistant. Guest stars include Sarah Alexander, Victoria Hamilton, Samantha Bond, Anthony Bate, Kenneth Colley, Gillian Kearney and Celia Imrie. ","Daniel Casey, Jane Wymark, Gwilym Lee, Fiona Dolman, Tamzin Malleson, Laura Howard, Kirsty Dillon, John Nettles, Jason Hughes, Neil Dudgeon, Barry Jackson, Caroline Graham, Anthony Farrelly","John Nettles, Jane Wymark, Barry Jackson, Jason Hughes, Laura Howard",,,"Color, NTSC, Box set",Mystery & Thrillers,,7.9,,ACORN MEDIA
6301092643,12 Wasted Years [VHS],,,,"April 10, 1991",NR,,"From their conception in London's East End on 1975, they progress to the top of the rock world has always been bold, stylish and LOUD. 12 Wasted Years, their definitive retrospective, captures the best moments of their metal madness.",,Iron Maiden,,,,,,,1,Mpi Home Video
B0002HOEPI,Highwaymen (DVD),,English,,"April 3, 2007",R,,,"Colm Feore, Gordon Currie, Craig Mitchell, Carroll Kemp, Robert Harmon, Avi Lerner, Jim Caviezel, Hans Bauer, Brad Jenkel, Frankie R. Faison, Tim Van Rellim, Rhona Mitra, Mike Marcus","Jim Caviezel, Rhona Mitra, Frankie R. Faison, Colm Feore, Gordon Currie",,,"Subtitled, AC-3, Widescreen, Closed-captioned, Color, Dolby, NTSC, Surround Sound","Drama, Suspense, Action & Adventure",,5.6,,Warner Bros.
B000O599VC,They Were Expendable,,English,,"May 22, 2007",NR,,,,,,,"NTSC, Subtitled, Closed-captioned, Multiple Formats, Black & White","Drama, Military & War",,7.2,,Warner Bros.
B00005O438,Cujo [DVD],,English,,"August 21, 2001",R,1 hour and 33 minutes,"A friendly St. Bernard named ""Cujo"" contracts rabies and conducts a reign of terror on a small American town.","Arthur Rosenberg, Billy Jayne, Danny Pintauro, Christopher Stone, Merritt Olsen, Ed Lauter, Lauren Currier, Lewis Teague, Jerry Hardin, Sandy Ward, Don Carlos Dunaway, Daniel Hugh Kelly, Mills Watson, Dee Wallace, Stephen King, Kaiulani Lee","Dee Wallace, Daniel Hugh Kelly, Danny Pintauro, Christopher Stone, Ed Lauter",,,"DVD, NTSC, Full Screen, Color",Feature,,6.1,,Republic Pictures
B002I2PI1Y,So Smart! First Word Stories: We Go [DVD],,English,,"September 22, 2009",Unrated,30 minutes,"So Smart! is an award-winning brand trusted by parents for over a decade. This new animated series, ",,Animated,,,"Color, DVD, Animated, NTSC","Kids & Family, Music Videos & Concerts, Anime & Manga",,,,Echo Bridge
B000087I3A,White Squall,,,,,,,,,,,,,,,6.6,1,
B00005O439,Thinner [DVD],,English,,"August 21, 2001",R,1 hour and 32 minutes,"When an obese small-town lawyer hits and kills a gypsy's daughter, the man curses him with one word: thinner.","Howard Erskine, Randy Jurgensen, Michael Constantine, Joe Mantegna, Time Winters, Terrence Garmey, Kari Wuhrer, Bethany Joy Galeotti, Lucinda Jenney, Antonette Schwartzberg, Jeff Ware, Tom Holland, Robert John Burke, Michael McDowell, Stephen King","Joe Mantegna, Robert John Burke, Lucinda Jenney, Michael Constantine, Kari Wuhrer",,,,,,5.8,,Republic Pictures
B0006J27YW,Urban Evil: A Trilogy of Fear [DVD],,English,,"February 8, 2005",Unrated,1 hour and 26 minutes,"Also from Charlie Band's Forbidden Worlds, the 'hood has gone to hell in these three stories of urban horror.",,,,,"DVD, NTSC, Dolby, Letterboxed, Color, Closed-captioned",Horror,,3.1,,KOCH VISION
B008GQWZF8,Endeavour: Pilot,,English,2012,,13+,1 h 38 min,,,,Colm McCarthy,"Damien Timmer,Michele Buck,Dan McCulloch",,"Suspense,Drama,Cerebral,Exciting",,8.6,,PBS
B000O599VM,The Wings of Eagles,,English,,"May 22, 2007",NR,,,"Ward Bond, Dan Dailey, Charles Schnee, Ken Curtis, Edmund Lowe, Frank Wead, John Wayne, Kenneth Tobey, Frank Fenton, William Wister Haines, John Ford, James E Newcom, Maureen O'Hara","John Wayne, Dan Dailey, Maureen O'Hara, Ward Bond, Ken Curtis",,,"Multiple Formats, Subtitled, Widescreen, NTSC, Color, Closed-captioned","Documentary, Military & War",,6.6,,Warner Bros.
B000O599VW,The Hard Easy,,English,,"October 6, 2009",R,1 hour and 45 minutes,In ,"David Boreanaz, Bruce Dern, Nick Lachey, Peter Weller, Ari Ryan, Gary Busey, Vera Farmiga, Henry Thomas","David Boreanaz, Nick Lachey, Henry Thomas, Vera Farmiga, Bruce Dern",,,,,,5.6,,HBO Studios
B00005QG2N,Cradle of Filth - Heavy Left-Handed & Candid [DVD],,English,,"July 6, 2004",NR,2 hours and 40 minutes,,,Cradle of Filth,,,,,,,,Abracadaver UK
B000O76RMO,ISDE 2006 New Zealand,,,,"March 26, 2007",G,,"A DVD documentary featuring Team USA competing in the 81st running or the International Six Days Enduro [ISDE] held November 7 to 19, 2006 at Lake Taupo on the north island of New Zealand. The World s top riders including Juha Salmenin, Stefan Merriman, and the US Kurt Casselli gathered at this exotic location. Team USA produced their best results ever, winning the World Junior Trophy by a wide margin over France. Footage includes everything from breathtaking aerial shots to raw helmet-cam footage delivers a dramatic account of the ultimate test of man and machine. IGNITION3 s coverage of the ISDE is much more than a race report. The riders and support teams relate the majority of the story in their own words. Narration and on-camera talent is noted by motojournalist Joe Bonnello whose questions and commentary tell the story of Team USA s victorious week. Over one hour of bonus footage included. A 2 disc set to preserve the maximum quality of the original footage which was shot in High Definition.",,Team USA,,,,,,,2,IGNITION3
B000A2UBPM,Margaret Cho - Assassin [DVD],,English,,,NR,1 hour and 30 minutes,"Margaret Cho gives new meaning to the phrase ""blue states"" with this typically profane and provocative concert performance that takes dead aim at all things right-wing. Recorded in May 2005, in enemy territory (Washington, D.C.), ",,"Margaret Cho, Bruce Daniels",,,"Color, Dolby, NTSC, Widescreen, DVD, Content/Copy-Protected CD, Enhanced",Performing Arts,,6.0,,KOCH VISION
B001ED3JJG,The Old Testament,,,,"October 20, 2022",NR,,"One hundred and fifty years before the birth of Jesus of Nazareth, the Syrians rule Israel with a cruel and violent hand. King Antiochus of Damascus sends new governor Apollonius to Jerusalem to keep order among the restive Jews. Apollonius' first act - trying to erect a statue of Jove in the holy temple - instigates an angry rebellion led by warrior Judas Maccabeus. When Judas is killed in battle, his pacifist brother Simon is forced to take his place at the head of the Jewish insurgency. Against great odds, Simon confronts the barbarous tyranny of Apollonius and his Syrian masters.",,Brad Harris,,,,,,4.5,1,Alpha Video
B0000V493S,Sleep With Me,,English,,"January 15, 2008",R,1 hour and 26 minutes,Love drives a Los Angeles man to pursue the wife of his best friend.,"Eric Stoltz, Tegan West, Duane Dell'Amico, Todd Field, Amaryllis Borrego, Meg Tilly, Roger Hedden, Dean Cameron, Joe Keenan, Lewis Arquette, Parker Posey, Neal Jimenez, Michael Steinberg, Craig Sheffer, Joey Lauren Adams, Rory Kelly, Susan Traylor, Thomas Gibson","Craig Sheffer, Eric Stoltz, Meg Tilly, Lewis Arquette, Todd Field",,,"NTSC, Subtitled, Multiple Formats, Widescreen, Color",Comedy,,5.7,,MGM (Video & DVD)
B0001IXU3K,Spreading Ground [VHS],,English,,"February 11, 2004",R,1 hour and 40 minutes,,"Kim Huffman, Susan Wichmann, Elizabeth Shepherd, Frederic Forrest, Leslie Hope, Tom Harvey, Rob Stefaniuk, Ross Korte, Dennis Hopper, David Dunbar, Chuck Shamata, Mark Burman, Sean O'Hara, Mark Katsumi Nakamura, Derek Vanlint, Tom McCamus, Beni Atoori, James C.E. Burke, Yvan Labelle, Ken Nakamura","Dennis Hopper, Leslie Hope, Frederic Forrest, Tom McCamus, David Dunbar",,,NTSC,Mystery & Thrillers,,4.8,,Trinity Home Ent
B000E33VZ4,I Dream of Jeannie - The Complete First Season (Black & White),,English,,"March 14, 2006",NR,,I Dream of Jeannie: The Complete First Season,,"Barbara Eden, Larry Hagman, Bill Daily, Hayden Rorke",,,"NTSC, Full Screen, Black & White, Box set, Multiple Formats","TV, Fantasy, Family, Comedy",,7.3,,Sony Pictures Home Entertainment
B004TPTFZI,8th Plague,,,2006,,18+,1 h 20 min,,,,Franklin Guerrero Jr.,"Franklin Guerrero Jr.,Eric Williford,J. Michael Whalen",,"Action,Horror",,4.2,,Gravitas Ventures
B000LWYHAG,Shoot (1976),,,,,,,,,"Cliff Robertson, Ernest Borgnine, Henry Silva, Kate Reid, Helen Shaver",,,,,,,,
B0041EX170,Lafangey Parindey,,,,"October 12, 2010",,,"Neil Nitin Mukesh aka Neil Mathur s name was suggested by singer Lata Mangeshwar and inspired by astronaut Neil Armstrong. Born on 15th January 1982, he is the son of singer Nitin Mukesh (remember So Gaya Ye Jahan from Tezaab)and grandson of singer Mukesh. He studied commerce in HR College before joining an acting course at Kishore Namit Kapoor s Acting School and Anupam Kher s Acting School.",,"Neil Nitin Mukesh, Deepika Padukone, Piyush Mishra, Manish Chaudhary, Viraj Adhav",,,,,,5.2,1,Yash Raj Films
6302571944,Warren Miller's Snowboarding: Tweaked & Twisted VHS,,,,"October 24, 1995",Unrated,,,,Warren Miller,,,,,,,1,Warren Miller Entertainment
B001A7X0XG,Ultraviolet,,English,,"August 5, 2008",PG-13,1 hour and 27 minutes,"Milla Jovovich (Resident Evil, The Fifth Element), Cameron Bright (X-Men 3), Nick Chinlund (The Legend of Zorro) and William Fichtner (The Longest Yard) star in this story of a woman caught in a futuristic civil war between the government and a subculture of disease modified humans in whom speed, strength and intelligence are magnified. In the film, she must fend off the human government to protec","Cameron Bright, Nicholas Chinlund, Kurt Wimmer, Pauline Chan, William Fichtner, Milla Jovovich, John Baldecchi, Ultravi Productions Inc","Milla Jovovich, Cameron Bright, Nicholas Chinlund, William Fichtner",,, ,"Sci-Fi, Thriller",,4.4,,Sony Pictures Home Entertainment
6300142299,Nuremberg Trials [VHS],,,,"January 19, 1994",NR,58 minutes,,"S. Semionov, Adolf Hitler, Elizaveta Svilova, Francis Biddle, Heinrich Himmler, Roman Karmen, Viktor Shtatland, Hermann Göring, Henri Donnedieu de Vabres, Joseph Goebbels, Rudolf Hess, Boris Makaseyev, Robert Falco, Boris Gorbatov, Karl Dönitz, David Maxwell Fyfe, Wilhelm Frick, Hans Frank","Francis Biddle, Henri Donnedieu de Vabres, Karl Dönitz, Robert Falco, Hans Frank",,,,,,6.6,,Alpha Video Distributors
B000F9RBAS,Fun With Dick & Jane / Mr Deeds [DVD],,English,,,,3 hours and 7 minutes,No Description Available.,"Mordecai Richler, Alec Baldwin, Steven Brill, Dean Parisot, Gerald Gaiser, Aaron Michael Drozin, Richard Burgi, Winona Ryder, T�a Leoni, Jim Carrey, Adam Sandler, Clarence Budington Kelland, Jerry Belson, Carlos Jacott, Gloria Garayua, David Giler, Richard Jenkins, Angie Harmon, Judd Apatow, John Michael Higgins",,,,"Color, DVD, Closed-captioned, Widescreen",Comedy,,,,
6301976029,Taras Bulba [VHS],,,,,,,,,,,,,,,6.3,,
B000JPNEEU,Speedracer: The Movie,,,1967,,ALL,1 h 8 min,,,,Hiroshi Sasagawa,,,"Anime,Feel-good",,7.2,,Lionsgate
B008494LJU,La Virgen Negra,,,2009,,13+,1 h 26 min,,,,Ignacio Castillo Cottin,"Ignacio Castillo Cottin,Merlyn Gonzalez,Nathalie Sar-Shalom,Fabián Varela",,"Comedy,Drama,Fantasy,Romance",,6.8,,Pa Los Panas Producciones
B000W4U7C0,The Mighty Ducks Video Collection (3 Pak),,,,,,,,,,,,,,,,,
B000YFX0E4,The Missouri Traveler,,English,1958,,13+,1 h 45 min,,,,Jerry Hopper,"Lowell J. Farrell,Patrick Ford",,"Drama,Western",,6.3,,Reel Enterprises
B004LKGUPO,Still Walking,,English,2006,,16+,1 h 15 min,,,,Scott Herriott,,,"Adventure,Arthouse,Dark,Downbeat",,,,CreateSpace
B004I6I2KC,The Hawk is Dying,,English,2006,,13+,1 h 45 min,,,,Julian Goldberger,"Mary Jane Skalski,Jeff Levy-Hinte,Corbin Day,Ted Hope,Jeanne Levy-Hinte",,Drama,,5.8,,Strand Releasing
B002U0Y6Y4,Samurai Vampire Bikers from Hell,,English,1992,,18+,52min,,,,Scott Shaw,Scott Shaw,,"Action,Fantasy,Horror",,6.6,,No Mercy Productions
B000GJPL1S,The Matrix,,English,1999,,R,2 h 10 min,,,,Lilly Wachowski,"Joel Silver,Bruce Berman,Andrew Mason,Barrie Osborne,Erwin Stoff",,"Science Fiction,Action,Sophisticated,Cerebral",,8.7,,WARNER HOME VIDEO
B0002HOEP8,Highwaymen [VHS],,,,,,,,,,,,,,,5.6,,
B000J6I0TI,Red Doors [DVD],,English,,,R,1 hour and 30 minutes,"A bittersweet film about a Chinese-American family living in New York, ","Jayce Bartok, Jacqueline Kim, Elaine Kao, Kathy Shao-Lin Lee, Georgia Lee, Tzi Ma, Mia Riverton, Mao Zhao, Sebastian Stan, Stephen Rowe, Cindy Cheung, Rossif Sutherland, Freda Foh Shen","Tzi Ma, Jacqueline Kim, Elaine Kao, Freda Foh Shen, Kathy Shao-Lin Lee",,,,,,6.4,,Warner Home Entertainment
6304107161,Animaniacs - Spooky Stuff [VHS],,,,"August 13, 1996",,,,,Animaniacs,,,,,,7.9,,Warner Studios
B0001DHSCE,Leslie Sansone - You Can Do Yoga,,English,,"May 17, 2012",NR,42 minutes,"Popular fitness instructor Leslie Sansone presents this series entitled ""You Can Do!"" that features many great methods for getting in shape. This program features Leslie teaching a simplified approach to yoga that is perfect for beginners and intermediate alike.",,Leslie Sansone,,,NTSC,Exercise & Fitness,,,,GT Media
